CustomerID;FirstName;MiddleName;LastName;Suffix;CompanyName;SalesPerson;EmailAddress;Phone;ModifiedDate
644;Gregory;T.;Vanderbout;Jr.;Convenient Sales and Service;adventure-works\pamela0;gregory1@adventure-works.com;684-555-0134;2006-09-01T00:00:00
645;Ronald;K.;Heymsfield;;Superior Hardware Distributors;adventure-works\david8;ronald1@adventure-works.com;784-555-0120;2006-08-01T00:00:00
646;Scott;;MacDonald;;Yellow Bicycle Company;adventure-works\jillian0;scott7@adventure-works.com;470-555-0171;2005-07-01T00:00:00
647;Michael;;Vanderhyde;;Solid Bike Parts;adventure-works\jillian0;michael25@adventure-works.com;918-555-0141;2005-09-01T00:00:00
648;Cheryl;M.;Herring;;Small Bike Shop;adventure-works\shu0;cheryl0@adventure-works.com;158-555-0154;2005-09-01T00:00:00
649;Walter;J.;Mays;Sr.;Sports Products Store;adventure-works\linda3;walter1@adventure-works.com;245-555-0191;2006-09-01T00:00:00
650;Margaret;J.;Vanderkamp;;Permanent Finish Products;adventure-works\shu0;margaret2@adventure-works.com;265-555-0143;2005-08-01T00:00:00
653;Kara;N.;Vanderlinden;;Mercantile Outlet;adventure-works\josé1;kara0@adventure-works.com;680-555-0160;2006-08-01T00:00:00
654;Jésus;;Hernandez;;Online Bike Warehouse;adventure-works\josé1;jésus0@adventure-works.com;214-555-0145;2006-09-01T00:00:00
655;Irene;J.;Hernandez;;Operational Manufacturing;adventure-works\garrett1;irene0@adventure-works.com;790-555-0197;2008-06-01T00:00:00
659;Ajay;;Manchepalli;;Shipping Specialists;adventure-works\jae0;ajay0@adventure-works.com;1 (11) 500 555-0174;2008-02-01T00:00:00
660;Nieves;J.;Vargas;II;Exhilarating Cycles;adventure-works\michael9;nieves0@adventure-works.com;371-555-0184;2006-07-01T00:00:00
661;Kari;;Hensien;;General Department Stores;adventure-works\garrett1;kari0@adventure-works.com;143-555-0129;2005-08-01T00:00:00
665;Tomas;M.;Manzanares;II;Authentic Sales and Service;adventure-works\jae0;tomas0@adventure-works.com;1 (11) 500 555-0178;2006-09-01T00:00:00
668;Kathy;R.;Marcovecchio;;Official Parts Shop;adventure-works\pamela0;kathy0@adventure-works.com;942-555-0141;2006-07-01T00:00:00
669;Patricia;;Doyle;;Racing Bike Outlet;adventure-works\david8;patricia0@adventure-works.com;899-555-0134;2006-11-01T00:00:00
670;Valerie;M.;Hendricks;;First Bike Store;adventure-works\jillian0;valerie0@adventure-works.com;859-555-0140;2005-07-01T00:00:00
671;Jill;K.;Markwood;;Contoso, Ltd.;adventure-works\jillian0;jill2@adventure-works.com;747-555-0113;2005-07-01T00:00:00
672;Gerald;M.;Drury;;Utilitarian Sporting Goods;adventure-works\shu0;gerald0@adventure-works.com;169-555-0178;2007-09-01T00:00:00
673;John;;Hanson;;Countryside Company;adventure-works\linda3;john20@adventure-works.com;107-555-0117;2006-10-01T00:00:00
674;Melissa;R.;Marple;;Discount Tours;adventure-works\shu0;melissa0@adventure-works.com;685-555-0117;2005-12-01T00:00:00
677;Cecelia;L.;Marshall;;Tire Exchange;adventure-works\josé1;cecelia0@adventure-works.com;394-555-0168;2006-08-01T00:00:00
678;Reuben;;D'sa;;Vigorous Exercise Company;adventure-works\josé1;reuben1@adventure-works.com;916-555-0137;2005-09-01T00:00:00
679;Brenda;F.;Heaney;;Superb Sales and Repair;adventure-works\garrett1;brenda3@adventure-works.com;393-555-0167;2005-07-01T00:00:00
683;Linda;;Martin;;Oils and Fluids Warehouse;adventure-works\jae0;linda8@adventure-works.com;1 (11) 500 555-0137;2006-08-01T00:00:00
685;James;B.;Haugh;Jr.;Family Cycle Store;adventure-works\garrett1;james8@adventure-works.com;763-555-0120;2006-09-01T00:00:00
689;Sandra;I.;Martinez;;Consumer Equipment;adventure-works\jae0;sandra3@adventure-works.com;1 (11) 500 555-0113;2007-09-01T00:00:00
692;Bev;L.;Desalvo;;Successful Sales Company;adventure-works\pamela0;bev0@adventure-works.com;143-555-0113;2006-09-01T00:00:00
693;Bart;;Duncan;;Stock Parts and Supplies;adventure-works\david8;bart0@adventure-works.com;539-555-0121;2007-08-01T00:00:00
694;Ann;T.;Hass;;The Accessories Store;adventure-works\jillian0;ann2@adventure-works.com;713-555-0168;2006-08-01T00:00:00
695;Rob;;Caron;;Responsible Bike Dealers;adventure-works\jillian0;rob2@adventure-works.com;620-555-0117;2006-09-01T00:00:00
696;Maciej;;Dusza;;Roadway Supplies;adventure-works\shu0;maciej1@adventure-works.com;962-555-0144;2005-11-01T00:00:00
697;Roger;;Harui;;Brakes and Gears;adventure-works\linda3;roger0@adventure-works.com;774-555-0133;2005-08-01T00:00:00
698;Andy;;Carothers;;Western Bike Supplies;adventure-works\shu0;andy1@adventure-works.com;944-555-0148;2006-07-01T00:00:00
701;Linda;R.;Ecoffey;;Future Bikes;adventure-works\josé1;linda5@adventure-works.com;674-555-0188;2006-12-01T00:00:00
29485;Catherine;R.;Abel;;Professional Sales and Service;adventure-works\linda3;catherine0@adventure-works.com;747-555-0171;2009-05-16T16:33:33
29486;Kim;;Abercrombie;;Riders Company;adventure-works\jillian0;kim2@adventure-works.com;334-555-0137;2009-05-16T16:33:33
29489;Frances;B.;Adams;;Area Bike Accessories;adventure-works\shu0;frances0@adventure-works.com;991-555-0183;2009-05-16T16:33:33
29490;Margaret;J.;Smith;;Bicycle Accessories and Kits;adventure-works\david8;margaret0@adventure-works.com;959-555-0151;2009-05-16T16:33:33
29492;Jay;;Adams;;Valley Bicycle Specialists;adventure-works\jillian0;jay1@adventure-works.com;158-555-0142;2009-05-16T16:33:33
29494;Samuel;N.;Agcaoili;;Vinyl and Plastic Goods Corporation;adventure-works\josé1;samuel0@adventure-works.com;554-555-0110;2005-09-01T00:00:00
29496;Robert;E.;Ahlering;;Fun Toys and Bikes;adventure-works\shu0;robert1@adventure-works.com;678-555-0175;2007-09-01T00:00:00
29497;François;;Ferrier;;Great Bikes ;adventure-works\david8;françois1@adventure-works.com;571-555-0128;2005-07-01T00:00:00
29499;Amy;E.;Alberts;;Valley Toy Store;adventure-works\josé1;amy1@adventure-works.com;727-555-0115;2006-09-01T00:00:00
29502;Paul;L.;Alcorn;;Major Sport Suppliers;adventure-works\david8;paul2@adventure-works.com;331-555-0162;2007-07-01T00:00:00
29503;Gregory;F.;Alderson;;Family's Favorite Bike Shop;adventure-works\garrett1;gregory0@adventure-works.com;968-555-0153;2006-08-01T00:00:00
29505;Michelle;;Alexander;;Imported and Domestic Cycles;adventure-works\linda3;michelle0@adventure-works.com;115-555-0175;2007-05-01T00:00:00
29506;Sean;P.;Jacobson;;Systematic Sales;adventure-works\shu0;sean2@adventure-works.com;555-555-0162;2007-08-01T00:00:00
29508;Marvin;N.;Allen;;Mountain Toy Store;adventure-works\jillian0;marvin0@adventure-works.com;447-555-0110;2005-12-01T00:00:00
29510;Cecil;J.;Allison;;Designated Distributors;adventure-works\josé1;cecil0@adventure-works.com;699-555-0155;2005-08-01T00:00:00
29511;Oscar;L.;Alpuerto;;Bold Bike Accessories;adventure-works\linda3;oscar0@adventure-works.com;855-555-0174;2005-08-01T00:00:00
29515;Maxwell;J.;Amland;;Serious Cycles;adventure-works\garrett1;maxwell0@adventure-works.com;614-555-0134;2005-08-01T00:00:00
29517;Ramona;J.;Antrim;;Novelty Bikes;adventure-works\michael9;ramona0@adventure-works.com;327-555-0148;2007-08-01T00:00:00
29521;Tom;H;Johnston;;Brightwork Company;adventure-works\shu0;tom1@adventure-works.com;883-555-0177;2005-08-01T00:00:00
29522;Thomas;B.;Armstrong;Jr.;Resale Services;adventure-works\linda3;thomas1@adventure-works.com;226-555-0146;2005-08-01T00:00:00
29523;John;;Arthur;;The Gear Store;adventure-works\jillian0;john6@adventure-works.com;149-555-0113;2005-08-01T00:00:00
29524;Chris;;Ashton;;Immense Manufacturing Company;adventure-works\jillian0;chris3@adventure-works.com;556-555-0145;2007-08-01T00:00:00
29525;Teresa;;Atkinson;;Extended Bike Sales;adventure-works\linda3;teresa0@adventure-works.com;129-555-0110;2005-09-01T00:00:00
29527;Robert;A.;Avalos;;Workout Emporium;adventure-works\josé1;robert2@adventure-works.com;665-555-0198;2007-09-01T00:00:00
29528;Stephen;M.;Ayers;;Work and Play Association;adventure-works\michael9;stephen1@adventure-works.com;818-555-0171;2006-09-01T00:00:00
29530;Daniel;;Blanco;;Nice Bikes;adventure-works\garrett1;daniel0@adventure-works.com;221-555-0167;2006-09-01T00:00:00
29531;Cory;K.;Booth;;Remarkable Bike Store;adventure-works\linda3;cory0@adventure-works.com;121-555-0157;2005-12-01T00:00:00
29532;James;B.;Bailey;Jr.;Road-Way Mart;adventure-works\david8;james3@adventure-works.com;234-555-0112;2006-10-01T00:00:00
29533;Douglas;A.;Baldwin;Jr.;Small Cycle Store;adventure-works\michael9;douglas1@adventure-works.com;583-555-0130;2005-07-01T00:00:00
29535;Wayne;N.;Banack;;Grand Bicycle Stores;adventure-works\jillian0;wayne0@adventure-works.com;640-555-0189;2006-09-01T00:00:00
29536;Robert;L.;Barker;;Kickstand Sellers;adventure-works\michael9;robert3@adventure-works.com;241-555-0112;2006-12-01T00:00:00
29539;Josh;;Barnhill;;Gasless Cycle Shop;adventure-works\garrett1;josh0@adventure-works.com;584-555-0192;2005-08-01T00:00:00
29541;Gytis;M;Barzdukas;;Transportation Options;adventure-works\josé1;gytis0@adventure-works.com;257-555-0119;2005-11-01T00:00:00
29544;Shaun;;Beasley;;Finer Cycle Shop;adventure-works\garrett1;shaun0@adventure-works.com;396-555-0187;2006-08-01T00:00:00
29545;John;A.;Beaver;;Center Cycle Shop;adventure-works\pamela0;john8@adventure-works.com;521-555-0195;2007-04-01T00:00:00
29546;Christopher;R.;Beck;Jr.;Bulk Discount Store;adventure-works\jae0;christopher1@adventure-works.com;1 (11) 500 555-0132;2006-09-01T00:00:00
29548;Ann;;Beebe;;First-Rate Outlet;adventure-works\garrett1;ann0@adventure-works.com;277-555-0169;2005-08-01T00:00:00
29550;Stanley;A.;Alan;Jr.;Another Bicycle Company;adventure-works\david8;stanley0@adventure-works.com;156-555-0126;2007-09-01T00:00:00
29553;Edna;J.;Benson;;Unsurpassed Bikes;adventure-works\jillian0;edna0@adventure-works.com;789-555-0189;2007-09-01T00:00:00
29554;Payton;P.;Benson;;Field Trip Inc;adventure-works\michael9;payton0@adventure-works.com;528-555-0183;2005-11-01T00:00:00
29557;Alexander;J.;Berger;II;Odometers and Accessories Company;adventure-works\garrett1;alexander0@adventure-works.com;519-555-0151;2007-09-01T00:00:00
29558;John;M.;Berger;Jr.;Scratch-Resistant Finishes Company;adventure-works\josé1;john10@adventure-works.com;156-555-0111;2005-08-01T00:00:00
29559;Robert;M.;Bernacchi;;Safe Cycles Shop;adventure-works\david8;robert4@adventure-works.com;449-555-0176;2006-09-01T00:00:00
29560;Matthias;;Berndt;;Number 1 Supply;adventure-works\shu0;matthias1@adventure-works.com;384-555-0169;2006-08-01T00:00:00
29562;Steven;B.;Brown;IV;Golf and Cycle Store;adventure-works\shu0;steven1@adventure-works.com;280-555-0124;2005-09-01T00:00:00
29565;Jimmy;;Bischoff;;World Bike Discount Store;adventure-works\linda3;jimmy1@adventure-works.com;992-555-0111;2005-07-01T00:00:00
29566;Mae;M.;Black;;Historic Bicycle Sales;adventure-works\michael9;mae1@adventure-works.com;264-555-0143;2005-07-01T00:00:00
29567;Jackie;E.;Blackwell;;Commuter Bicycle Store;adventure-works\josé1;jackie0@adventure-works.com;972-555-0163;2007-08-01T00:00:00
29568;Donald;L.;Blanton;;Coalition Bike Company;adventure-works\shu0;donald0@adventure-works.com;357-555-0161;2006-09-01T00:00:00
29569;Linda;E.;Burnett;;Travel Systems;adventure-works\jillian0;linda4@adventure-works.com;121-555-0121;2005-08-01T00:00:00
29570;Michael;Greg;Blythe;;Grease and Oil Products Company;adventure-works\jillian0;michael11@adventure-works.com;126-555-0172;2005-07-01T00:00:00
29571;Gabriel;L.;Bockenkamp;;Moderately-Priced Bikes Store;adventure-works\pamela0;gabriel0@adventure-works.com;763-555-0145;2005-08-01T00:00:00
29573;Luis;;Bonifaz;;Economy Bikes Company;adventure-works\linda3;luis0@adventure-works.com;688-555-0113;2006-09-01T00:00:00
29574;Randall;;Boseman;;Third Bike Store;adventure-works\jillian0;randall0@adventure-works.com;383-555-0117;2006-09-01T00:00:00
29576;Eli;;Bowen;;Bikes for Two;adventure-works\josé1;eli0@adventure-works.com;371-555-0143;2006-09-01T00:00:00
29577;Lester;J.;Bowman;Sr.;Metal Processing Company;adventure-works\garrett1;lester0@adventure-works.com;844-555-0112;2005-09-01T00:00:00
29579;Cornelius;L.;Brandon;;Initial Bike Company;adventure-works\shu0;cornelius0@adventure-works.com;229-555-0114;2006-09-01T00:00:00
29580;Richard;;Bready;;Latest Sports Equipment;adventure-works\david8;richard1@adventure-works.com;340-555-0131;2005-07-01T00:00:00
29582;Ted;;Bremer;;Raw Materials Inc;adventure-works\pamela0;ted0@adventure-works.com;962-555-0166;2005-08-01T00:00:00
29583;Alan;;Brewer;;Lots of Bikes Storehouse;adventure-works\jillian0;alan1@adventure-works.com;494-555-0134;2005-11-01T00:00:00
29584;Walter;J.;Brian;IV;Futuristic Bikes;adventure-works\shu0;walter0@adventure-works.com;163-555-0155;2006-09-01T00:00:00
29585;Christopher;M.;Bright;;Parcel Express Delivery Service;adventure-works\david8;christopher2@adventure-works.com;162-555-0166;2005-11-01T00:00:00
29587;John;R.;Brooks;;Prosperous Tours;adventure-works\jae0;john12@adventure-works.com;1 (11) 500 555-0179;2006-07-01T00:00:00
29588;Willie;P.;Brooks;Jr.;Nonskid Tire Company;adventure-works\pamela0;willie0@adventure-works.com;525-555-0174;2005-11-01T00:00:00
29590;Jo;;Brown;;Metro Bike Works;adventure-works\michael9;jo2@adventure-works.com;689-555-0130;2006-08-01T00:00:00
29591;Robert;;Brown;;Best o' Bikes;adventure-works\jillian0;robert5@adventure-works.com;575-555-0189;2007-07-01T00:00:00
29593;Mary;K.;Browning;;Client Discount Store;adventure-works\jillian0;mary5@adventure-works.com;658-555-0146;2006-08-01T00:00:00
29596;Eric;J.;Brumfield;;Requisite Part Supply;adventure-works\josé1;eric3@adventure-works.com;644-555-0114;2005-07-01T00:00:00
29598;Michael;;Brundage;;Mechanical Products Ltd.;adventure-works\shu0;michael13@adventure-works.com;128-555-0148;2006-08-01T00:00:00
29599;Shirley;R.;Bruner;;Commendable Bikes;adventure-works\david8;shirley0@adventure-works.com;383-555-0155;2006-07-01T00:00:00
29600;June;B.;Brunner;;Online Bike Sellers;adventure-works\michael9;june0@adventure-works.com;249-555-0172;2006-09-01T00:00:00
29601;Dirk;J.;Bruno;;Custom Accessories Company;adventure-works\garrett1;dirk0@adventure-works.com;817-555-0114;2006-08-01T00:00:00
29603;Janaina Barreiro Gambaro;;Bueno;;Courteous Bicycle Specialists;adventure-works\josé1;janainabarreirogambaro0@adventure-works.com;476-555-0184;2007-09-01T00:00:00
29605;Megan;E.;Burke;;Professional Cycle Store;adventure-works\shu0;megan0@adventure-works.com;148-555-0149;2006-07-01T00:00:00
29606;Karren;K.;Burkhardt;;Fifth Bike Store;adventure-works\david8;karren0@adventure-works.com;652-555-0132;2005-07-01T00:00:00
29608;Timothy;B.;Burnett;Jr.;Farthest Bike Store;adventure-works\josé1;timothy0@adventure-works.com;251-555-0172;2007-08-01T00:00:00
29611;Jared;L.;Bustamante;;Alternative Vehicles;adventure-works\pamela0;jared0@adventure-works.com;164-555-0147;2005-11-01T00:00:00
29612;Richard;A.;Byham;;Channel Outlet;adventure-works\jae0;richard2@adventure-works.com;1 (11) 500 555-0138;2007-09-01T00:00:00
29614;Ryan;;Calafato;;Retail Mall;adventure-works\josé1;ryan1@adventure-works.com;726-555-0155;2005-07-01T00:00:00
29615;Mari;B.;Caldwell;;Metro Metals Co.;adventure-works\jae0;mari0@adventure-works.com;1 (11) 500 555-0118;2007-08-01T00:00:00
29616;Barbara;J.;Calone;;Sheet Metal Manufacturing;adventure-works\jillian0;barbara2@adventure-works.com;145-555-0152;2006-08-01T00:00:00
29617;Lindsey;R.;Camacho;;Thorough Parts and Repair Services;adventure-works\pamela0;lindsey0@adventure-works.com;827-555-0143;2005-08-01T00:00:00
29618;Gustavo;;Camargo;;Uttermost Bike Shop;adventure-works\jae0;gustavo1@adventure-works.com;1 (11) 500 555-0118;2006-08-01T00:00:00
29620;Joan;M.;Campbell;;Two-Wheeled Transit Company;adventure-works\josé1;joan0@adventure-works.com;700-555-0155;2005-08-01T00:00:00
29622;Henry;L.;Campen;;Metro Cycle Shop;adventure-works\david8;henry0@adventure-works.com;635-555-0126;2005-09-01T00:00:00
29623;Chris;;Cannon;;Outdoor Sporting Goods;adventure-works\shu0;chris5@adventure-works.com;118-555-0131;2007-07-01T00:00:00
29625;Suzana De Abreu;A.;Canuto;;Petroleum Products Distributors;adventure-works\josé1;suzanadeabreu0@adventure-works.com;990-555-0141;2007-09-01T00:00:00
29627;Johnny;A.;Caprio;Jr.;Bikes and Motorbikes;adventure-works\garrett1;johnny0@adventure-works.com;112-555-0191;2006-08-01T00:00:00
29629;Carlton;M.;Carlisle;;Camping and Sports Store;adventure-works\josé1;carlton0@adventure-works.com;193-555-0116;2007-09-01T00:00:00
29631;Jane;N.;Carmichael;;Rural Department Store;adventure-works\shu0;jane0@adventure-works.com;716-555-0167;2007-07-01T00:00:00
29632;Jovita;A.;Carmody;;Sports Commodities;adventure-works\david8;jovita0@adventure-works.com;646-555-0137;2005-09-01T00:00:00
29635;Rob;;Caron;;Responsible Bike Dealers;adventure-works\jillian0;rob2@adventure-works.com;620-555-0117;2006-09-01T00:00:00
29636;Andy;;Carothers;;Western Bike Supplies;adventure-works\shu0;andy1@adventure-works.com;944-555-0148;2006-07-01T00:00:00
29637;Donna;F.;Carreras;;Advanced Bike Components;adventure-works\jillian0;donna0@adventure-works.com;279-555-0130;2005-09-01T00:00:00
29638;Rosmarie;J.;Carroll;;Aerobic Exercise Company;adventure-works\linda3;rosmarie0@adventure-works.com;244-555-0112;2007-09-01T00:00:00
29639;Joseph;N.;Castellucio;;Corner Bicycle Supply;adventure-works\josé1;joseph1@adventure-works.com;180-555-0114;2005-09-01T00:00:00
29641;Raul;E.;Casts;;Westside Plaza;adventure-works\shu0;raul0@adventure-works.com;362-555-0162;2007-07-01T00:00:00
29643;Matthew;J.;Cavallari;;Outstanding Cycles;adventure-works\david8;matthew1@adventure-works.com;695-555-0161;2007-08-01T00:00:00
29644;Brigid;F.;Cavendish;;Vigorous Sports Store;adventure-works\jae0;brigid0@adventure-works.com;1 (11) 500 555-0178;2006-09-01T00:00:00
29645;Andrew;;Cencini;;Sports Merchandise;adventure-works\pamela0;andrew2@adventure-works.com;644-555-0111;2007-09-01T00:00:00
29646;Stacey;M.;Cereghino;;Fitness Toy Store;adventure-works\jillian0;stacey0@adventure-works.com;351-555-0131;2005-07-01T00:00:00
29649;Pat;A.;Chambers;;General Cycle Storehouse;adventure-works\garrett1;pat1@adventure-works.com;127-555-0124;2005-09-01T00:00:00
29650;Forrest;J.;Chandler;;Fitness Cycling;adventure-works\shu0;forrest0@adventure-works.com;448-555-0179;2007-07-01T00:00:00
29651;Lee;J.;Chapla;;Good Bike Shop;adventure-works\jillian0;lee0@adventure-works.com;223-555-0184;2005-09-01T00:00:00
29653;Pei;;Chow;;Thrilling Bike Tours;adventure-works\linda3;pei0@adventure-works.com;789-555-0184;2007-09-01T00:00:00
29654;Yao-Qiang;;Cheng;;This Area Sporting Goods;adventure-works\jillian0;yao-qiang0@adventure-works.com;344-555-0181;2006-07-01T00:00:00
29655;Nicky;E.;Chesnut;;Full-Service Bike Store;adventure-works\michael9;nicky0@adventure-works.com;264-555-0164;2005-09-01T00:00:00
29659;Ruth;A.;Choin;;Genuine Bike Shop;adventure-works\jillian0;ruth1@adventure-works.com;273-555-0181;2005-09-01T00:00:00
29660;Anthony;;Chor;;Extreme Riding Supplies;adventure-works\linda3;anthony0@adventure-works.com;429-555-0145;2007-09-01T00:00:00
29662;Jill;J.;Christie;;Fleet Bikes;adventure-works\linda3;jill1@adventure-works.com;927-555-0198;2006-08-01T00:00:00
29663;Alice;;Clark;;Local Hardware Factory;adventure-works\jillian0;alice1@adventure-works.com;221-555-0141;2006-09-01T00:00:00
29666;Jane;;Clayton;;South Bike Company;adventure-works\garrett1;jane1@adventure-works.com;206-555-0195;2007-08-01T00:00:00
29668;Connie;L.;Coffman;;Discount Bicycle Specialists;adventure-works\jillian0;connie0@adventure-works.com;426-555-0181;2005-11-01T00:00:00
29671;Pat;;Coleman;;Machines & Cycles Store;adventure-works\garrett1;pat2@adventure-works.com;292-555-0128;2007-07-01T00:00:00
29673;John;L.;Colon;;Two Wheels Cycle Store;adventure-works\linda3;john14@adventure-works.com;397-555-0144;2005-09-01T00:00:00
29674;Scott;A.;Colvin;;Westside Cycle Store;adventure-works\jillian0;scott1@adventure-works.com;119-555-0144;2005-12-01T00:00:00
29677;William;J.;Conner;;Urban Sports Emporium;adventure-works\josé1;william1@adventure-works.com;383-555-0111;2006-08-01T00:00:00
29680;Dorothy;J.;Contreras;;Sixth Bike Store;adventure-works\josé1;dorothy0@adventure-works.com;428-555-0176;2005-08-01T00:00:00
29682;Scott;;Cooper;;Vehicle Shop;adventure-works\shu0;scott2@adventure-works.com;773-555-0182;2005-10-01T00:00:00
29683;Eva;;Corets;;First Department Stores;adventure-works\david8;eva0@adventure-works.com;542-555-0164;2006-07-01T00:00:00
29684;Marlin;M.;Coriell;;Grand Sport Boutique;adventure-works\michael9;marlin0@adventure-works.com;941-555-0155;2006-08-01T00:00:00
29686;Jack;;Creasey;;Distinctive Store;adventure-works\shu0;jack2@adventure-works.com;539-555-0182;2005-09-01T00:00:00
29688;Grant;;Culbertson;;Handy Bike Services;adventure-works\michael9;grant1@adventure-works.com;859-555-0173;2005-08-01T00:00:00
29689;Scott;;Culp;;Friendly Bike Shop;adventure-works\david8;scott3@adventure-works.com;119-555-0167;2006-07-01T00:00:00
29690;Conor;;Cunningham;;Fashionable Bikes and Accessories;adventure-works\shu0;conor0@adventure-works.com;115-555-0113;2005-09-01T00:00:00
29692;Thierry;;D'Hers;;Citywide Service and Repair;adventure-works\josé1;thierry1@adventure-works.com;680-555-0192;2006-07-01T00:00:00
29695;Megan;N.;Davis;;Rugged Bikes;adventure-works\david8;megan1@adventure-works.com;839-555-0198;2007-09-01T00:00:00
29696;Alvaro;;De Matos Miranda Filho;;Principal Bike Company;adventure-works\shu0;alvaro0@adventure-works.com;551-555-0155;2006-09-01T00:00:00
29698;Jacob;N.;Dean;;Finer Riding Supplies;adventure-works\josé1;jacob0@adventure-works.com;767-555-0151;2005-08-01T00:00:00
29699;Alexander;J.;Deborde;;Neighborhood Store;adventure-works\garrett1;alexander1@adventure-works.com;394-555-0176;2006-08-01T00:00:00
29702;Aidan;;Delaney;;Paint Supply;adventure-works\jillian0;aidan0@adventure-works.com;358-555-0188;2005-09-01T00:00:00
29703;Stefan;;Delmarco;;Preferred Bikes;adventure-works\linda3;stefan0@adventure-works.com;819-555-0186;2005-08-01T00:00:00
29705;Della;F.;Demott Jr;;Rewarding Activities Company;adventure-works\garrett1;della0@adventure-works.com;752-555-0185;2005-08-01T00:00:00
29708;Prashanth;;Desai;;Stationary Bikes and Stands;adventure-works\jillian0;prashanth0@adventure-works.com;138-555-0156;2005-09-01T00:00:00
29709;Bev;L.;Desalvo;;Successful Sales Company;adventure-works\pamela0;bev0@adventure-works.com;143-555-0113;2006-09-01T00:00:00
29710;Brenda;;Diaz;;Downtown Hotel;adventure-works\shu0;brenda2@adventure-works.com;147-555-0192;2005-09-01T00:00:00
29711;Gabriele;;Dickmann;;Certified Sports Supply;adventure-works\josé1;gabriele0@adventure-works.com;835-555-0116;2005-09-01T00:00:00
29713;Dick;;Dievendorff;;Rampart Amusement Company;adventure-works\jae0;dick1@adventure-works.com;1 (11) 500 555-0193;2007-08-01T00:00:00
29714;Rudolph;J.;Dillon;Sr.;Sundry Sporting Goods;adventure-works\josé1;rudolph0@adventure-works.com;722-555-0169;2005-09-01T00:00:00
29716;Blaine;;Dockter;;Farthermost Bike Shop;adventure-works\shu0;blaine0@adventure-works.com;156-555-0187;2005-08-01T00:00:00
29717;Cindy;M.;Dodd;;Suburban Cycle Shop;adventure-works\david8;cindy0@adventure-works.com;706-555-0140;2005-08-01T00:00:00
29719;Patricia;;Doyle;;Racing Bike Outlet;adventure-works\david8;patricia0@adventure-works.com;899-555-0134;2006-11-01T00:00:00
29720;Gerald;M.;Drury;;Utilitarian Sporting Goods;adventure-works\shu0;gerald0@adventure-works.com;169-555-0178;2007-09-01T00:00:00
29722;Reuben;;D'sa;;Vigorous Exercise Company;adventure-works\josé1;reuben1@adventure-works.com;916-555-0137;2005-09-01T00:00:00
29727;Bart;;Duncan;;Stock Parts and Supplies;adventure-works\david8;bart0@adventure-works.com;539-555-0121;2007-08-01T00:00:00
29728;Maciej;;Dusza;;Roadway Supplies;adventure-works\shu0;maciej1@adventure-works.com;962-555-0144;2005-11-01T00:00:00
29730;Linda;R.;Ecoffey;;Future Bikes;adventure-works\josé1;linda5@adventure-works.com;674-555-0188;2006-12-01T00:00:00
29732;Carol;B.;Elliott;;Satin Finish Company;adventure-works\jillian0;carol2@adventure-works.com;847-555-0151;2006-08-01T00:00:00
29733;Shannon;P.;Elliott;;Regional Manufacturing;adventure-works\shu0;shannon0@adventure-works.com;425-555-0158;2005-09-01T00:00:00
29734;Jauna;E.;Elson;;Original Bicycle Supply Company;adventure-works\josé1;jauna0@adventure-works.com;185-555-0190;2005-07-01T00:00:00
29736;Terry;;Eminhizer;;Action Bicycle Specialists;adventure-works\jae0;terry1@adventure-works.com;1 (11) 500 555-0176;2007-09-01T00:00:00
29737;John;;Emory;;Roadway Bike Emporium;adventure-works\pamela0;john16@adventure-works.com;691-555-0149;2007-07-01T00:00:00
29738;Gail;;Erickson;;Sleek Bikes ;adventure-works\jillian0;gail1@adventure-works.com;834-555-0132;2007-09-01T00:00:00
29739;Mark;B;Erickson;;Retail Sporting Equipment;adventure-works\shu0;mark2@adventure-works.com;962-555-0112;2006-09-01T00:00:00
29740;Martha;R.;Espinoza;;Price-Cutter Discount Bikes;adventure-works\josé1;martha0@adventure-works.com;753-555-0179;2005-09-01T00:00:00
29741;Janeth;;Esteves;;Central Bicycle Specialists;adventure-works\jae0;janeth1@adventure-works.com;1 (11) 500 555-0136;2007-09-01T00:00:00
29742;Twanna;R.;Evans;;Vast Bike Sales and Rental;adventure-works\pamela0;twanna0@adventure-works.com;554-555-0124;2005-08-01T00:00:00
29743;Ann;R.;Evans;;Summer Sports Place;adventure-works\jillian0;ann1@adventure-works.com;252-555-0127;2006-09-01T00:00:00
29744;John;;Evans;;Real Sporting Goods;adventure-works\shu0;john17@adventure-works.com;581-555-0172;2006-07-01T00:00:00
29747;Carolyn;;Farino;;The Bike Shop;adventure-works\david8;carolyn0@adventure-works.com;957-555-0125;2005-07-01T00:00:00
29748;Geri;P.;Farrell;;Safe Toys;adventure-works\shu0;geri0@adventure-works.com;329-555-0183;2005-09-01T00:00:00
29750;Rhoda;J.;Finley;;Our Sporting Goods Store;adventure-works\josé1;rhoda0@adventure-works.com;920-555-0191;2006-09-01T00:00:00
29753;Kathie;;Flood;;Coho Sports;adventure-works\david8;kathie1@adventure-works.com;627-555-0192;2006-08-01T00:00:00
29755;Kelly;;Focht;;Quick Delivery Service;adventure-works\garrett1;kelly0@adventure-works.com;272-555-0123;2005-09-01T00:00:00
29757;Garth;;Fort;;Basic Sports Equipment;adventure-works\linda3;garth0@adventure-works.com;768-555-0125;2005-08-01T00:00:00
